Score,playerID,Year
0.2829209897509896,pujollu01,1978
0.2886643018033309,ingebr01,2001
0.2914716611497433,oylerra01,1968
0.2942894747037166,raburry01,2012
0.2980781166219205,espinda01,2013
0.2987894658486805,weisal01,1966
0.3001945070519529,hundlni01,2012
0.30107462029643206,larueja01,2007
0.3014622856634454,lavarry01,2012
0.30328775001078995,mathije01,2011
0.3043881286525532,salazan01,1984
0.3045022084926599,kunkeje01,1990
0.30681283867525666,cedenan01,1992
0.30690015838724055,corpoca01,2011
0.3071165991711702,vealco01,1961
0.307402395247811,stantle01,1976
0.30777166064587547,scottge02,1968
0.30812033124861443,jonesan01,2008
0.30817922562244715,rossda01,2015
0.3082502590665693,matthga02,2003
0.3084322935678426,kennejo03,1973
0.30847802345919845,bellju01,1991
0.3092828296734992,thomago01,1973
0.3093577077148168,romerst01,2014
0.3104567855308475,sullima02,1987
0.3106508271696523,harrivi01,1972
0.31113153189368675,riverre01,2015
0.31121550269883125,woodbr01,2010
0.31123618487813226,colbena01,1975
0.3113520794573109,strando01,1998
0.31136664479595144,olivomi01,2005
0.3118483699638957,gonzaan01,2007
0.3131458233204004,princto01,1993
0.31349188351389623,saundmi01,2011
0.3136204821516436,bogarti01,1998
0.31386556458809317,randlle01,1972
0.3143042775905447,sanchhe01,2014
0.3145411037878635,middlwi01,2014
0.3145985324417987,bandoch01,1985
0.3146699460773674,feathta01,2015
0.31496793761494357,orieke01,1998
0.3150912860950024,cowanbi01,1965
0.31515625376335205,coggifr01,1968
0.3152212728156684,jennido01,1990
0.3154880791423422,buterdr01,2011
0.31601390729064865,kluttmi01,1982
0.31614151712155564,ueckebo01,1967
0.3165583558009866,torrehe01,1972
0.31665672560904184,joycema01,2015
0.3166860866132351,bakerfr02,1971
0.3168899168919212,chrisry01,2003
0.3173314344437218,alomasa02,1991
0.31742002249482715,trubych01,2002
0.31774542306646497,polcoke01,1998
0.31784108571983427,davisro01,1968
0.31787753917824413,ryanmi02,1968
0.3180550644184093,churcry01,2010
0.31811991765108144,colvity01,2011
0.3181537286848693,kearnau01,2011
0.3184392142726853,uribeju01,2012
0.31859580342326216,masonji01,1975
0.3188122181056158,oylerra01,1966
0.3192176361941835,stockke01,2000
0.3192483432315983,khalisa01,1986
0.3194426197143765,goinsry01,2014
0.31987004428159294,chavera01,2004
0.31993325969653374,sakatle01,1977
0.32000324349541764,bakerjo01,2014
0.3201757010360247,hernaja01,1972
0.320280113477802,clevest01,2012
0.3204326315718516,dunnad01,2011
0.32052360859883483,zuninmi01,2015
0.3205350987688813,vukovjo01,1971
0.32072736877798746,bucheje01,1968
0.320922745184386,deanto01,1969
0.3210076625046749,mathene01,1963
0.3211162407742315,maldoma01,2013
0.3211736736630564,shelbjo01,1989
0.3215261818889651,johnsre02,2014
0.3217927382728695,cannich01,1965
0.32192941835997685,groteje01,1964
0.32198571526221587,cashke01,2004
0.32205497274297784,rudolke01,1973
0.32212162429566293,penato02,2008
0.3223259431491,whitter01,1990
0.3224208001752437,fazioer01,1963
0.3225017355130823,johnsel02,2011
0.32262055566909575,haltesh01,1998
0.32265485378214676,samueam01,1962
0.32307284077933895,mittege01,1972
0.32311602330867634,bethach01,2015
0.3231431612532649,masonji01,1976
0.3232093787793012,briggda01,1976
0.3235632928035131,dyerdu01,1973
0.3239989586328724,bourjpe01,2015
0.3240927149446068,riverlu01,1986
0.32416105452891614,laboyco01,1970
0.32416530381076253,moralri01,1973
0.32435212275563025,hillko01,2010
0.32438841903285853,meachbo01,1986
0.3245161857999484,mathije01,2014
0.3245688516387083,halejo01,1978
0.324595117346654,sheetan01,1999
0.3247021518371941,wrighge03,1985
0.3248897299724333,koppejo01,1960
0.32494993843348924,mccarda01,1993
0.32504829420223436,zimmeje01,1967
0.3251842651047552,griffal01,1981
0.3252070529692044,lubrast01,1983
0.32523038016218525,anderga01,2010
